virus tax id,host tax id,host name,realm,kingdom,phylum,class,order,family,genus,baltimore_class
915293,4100.0,Nicotiana benthamiana,Viruses incertae sedis,Alphasatellitidae,Geminialphasatellitinae,Ageyesisatellite,Ageyesisatellite agerasingaporense,,,
2010317,44560.0,Ageratum yellow vein virus,Viruses incertae sedis,Tolecusatellitidae,Betasatellite,Betasatellite ageraflavisrilankaense,,,,
446569,4081.0,Solanum lycopersicum,Viruses incertae sedis,Tolecusatellitidae,Betasatellite,Betasatellite ageraflavi,Ageratum yellow vein betasatellite,,,
1512278,174182.0,Aglaonema modestum,Riboviria,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,dsDNA-RT
1161931,358.0,Agrobacterium tumefaciens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schmittlotzvirus,Schmittlotzvirus sv771,dsDNA
3111805,176299.0,Agrobacterium fabrum str. C58,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autographivirales incertae sedis,Alfirinvirus,dsDNA
2024261,358.0,Agrobacterium tumefaciens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autographivirales incertae sedis,Atuphduovirus,dsDNA
2024263,358.0,Agrobacterium tumefaciens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Pootjesviridae,Rollinsvirus,dsDNA
2024264,358.0,Agrobacterium tumefaciens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Polybotosvirus,Polybotosvirus Atuph07,dsDNA
2024265,358.0,Agrobacterium tumefaciens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Roslyckyvirus,Roslyckyvirus ph08,dsDNA
2557550,358.0,Agrobacterium tumefaciens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schmittlotzvirus,unclassified Schmittlotzvirus,dsDNA
2723769,1183400.0,Agrobacterium tumefaciens complex,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Oliverunavirus,dsDNA
2723773,1183400.0,Agrobacterium tumefaciens complex,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Pootjesviridae,Heverleevirus,dsDNA
2723774,1697311.0,Agrobacterium sp. ST15.13/095,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Oliverocinquevirus,unclassified Oliverocinquevirus,,dsDNA
41763,4565.0,Triticum aestivum,Riboviria,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Rymovirus,
208013,56364.0,Agrotis ipsilon,Viruses incertae sedis,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus agipsilonis,,
10464,47767.0,Agrotis segetum,Viruses incertae sedis,Naldaviricetes,Lefavirales,Baculoviridae,Betabaculovirus,Betabaculovirus agsegetum,,
1962501,7088.0,Lepidoptera,Viruses incertae sedis,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus agsegetum,,
1580580,47767.0,Agrotis segetum,Viruses incertae sedis,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus alteragsegetum,,
1313215,9534.0,Chlorocebus aethiops,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Kodimesavirinae,
2016447,1.0,root,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Caphthovirinae,
2016454,9646.0,Ailuropoda melanoleuca,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,unclassified Zurhausenvirales,Papillomaviridae,
2016448,9646.0,Ailuropoda melanoleuca,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,unclassified Picornaviridae,
1692242,12922.0,Aiptasia,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Gredzevirales,Ouroboviridae,Dorisivirus,
2491018,35874.0,Dioscorea bulbifera,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Ampelovirus,+ssRNA
2877946,511.0,Alcaligenes faecalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Petruschkyvirus,dsDNA
35252,9913.0,Bos taurus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Gammaherpesvirinae,dsDNA
2219143,1.0,root,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,unclassified Genomoviridae,
2219111,9852.0,Alces alces,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemycircularvirus,
2219115,9852.0,Alces alces,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemykolovirus,
2219133,1.0,root,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,unclassified Microviridae,
2219142,1.0,root,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,Porprismacovirus,
2170538,3879.0,Medicago sativa,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Marafivirus,+ssRNA
12321,4097.0,Nicotiana tabacum,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Alfamovirus,+ssRNA
1985968,3879.0,Medicago sativa,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Allexivirus,+ssRNA
2058778,4679.0,Allium cepa,Riboviria,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Amalgaviridae,Amalgavirus,+ssRNA
1176035,9685.0,Felis catus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Cornidovirineae,Coronaviridae,
3051423,7107.0,Spodoptera exigua,Viruses incertae sedis,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,,,
607716,746128.0,Aspergillus fumigatus,Riboviria,Orthornavirae,Duplornaviricota,Chrymotiviricetes,Ghabrivirales,Alphatotivirineae,Chrysoviridae,dsRNA
1945562,7160.0,Aedes albopictus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Mesnidovirineae,Mesoniviridae,
2170408,54292.0,Apodemus flavicollis,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Alphapolyomavirus,
2681607,28211.0,Alphaproteobacteria,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mesyanzhinovviridae,Keylargovirus,dsDNA
1157339,56636.0,Aeropyrum pernix,Viruses incertae sedis,Spiraviridae,Alphaspiravirus,,,,,
97469,7174.0,Culex,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,+ssRNA
693450,3659.0,Cucumis sativus,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Bunyaviricetes,Elliovirales,Tospoviridae,-ssRNA
2601605,5599.0,Alternaria alternata,Riboviria,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Hypoviridae,Alphahypovirus,+ssRNA
2587539,5599.0,Alternaria alternata,Riboviria,Orthornavirae,Lenarviricota,Howeltoviricetes,Cryppavirales,Mitoviridae,Duamitovirus,+ssRNA
483537,5599.0,Alternaria alternata,Riboviria,Orthornavirae,Duplornaviricota,Chrymotiviricetes,Ghabrivirales,Gammatotivirineae,Alternaviridae,dsRNA
1728964,1122867.0,Alternaria arborescens EGS 39-128,Riboviria,Orthornavirae,Duplornaviricota,Chrymotiviricetes,Ghabrivirales,Alphatotivirineae,Pseudototiviridae,dsRNA
2755034,29001.0,Alternaria brassicicola,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Betaendornavirus,+ssRNA
1766767,29001.0,Alternaria brassicicola,Riboviria,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Fusariviridae,Betafusarivirus,+ssRNA
1532031,160389.0,Alternaria longipes,Riboviria,dsRNA viruses,unclassified dsRNA viruses,,,,,
2587546,119927.0,Alternaria tenuissima,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,Mymonaviridae,-ssRNA
2776771,28108.0,Alteromonas macleodii,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales,Inoviridae,Anademivirus,
2729541,1656094.0,Alteromonas confluentis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Amoyvirus,Amoyvirus R7M,dsDNA
2704031,314275.0,Alteromonas mediterranea,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Myoalterovirus,Myoalterovirus PT11V22,dsDNA
2774152,232.0,Alteromonas sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autographivirales incertae sedis,Foturvirus,dsDNA
2492447,529120.0,Alteromonas macleodii ATCC 27126,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mareflavirus,Mareflavirus ZP6,dsDNA
2847047,1.0,root,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Bunyaviricetes,Hareavirales,Arenaviridae,-ssRNA
284689,4751.0,Fungi,Riboviria,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,Alphapartitivirus,+ssRNA
217733,7962.0,Cyprinus carpio,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Pimascovirales incertae sedis,Iridoviridae,
2968530,2749846.0,Amedibacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Guelinviridae,unclassified Guelinviridae,dsDNA
465447,7959.0,Ctenopharyngodon idella,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,unclassified Resentoviricetes,Reovirales,Spinareoviridae,dsRNA
1941435,1.0,root,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Baphyvirales,Bacilladnaviridae,Protobacilladnavirus,
1661395,8324.0,Lissotriton vulgaris,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Ampivirus,
2613795,10090.0,Mus musculus,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,Lispiviridae,-ssRNA
1357732,103690.0,Nostoc sp. PCC 7120 = FACHB-418,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Saffermanviridae,Kozyakovvirus,dsDNA
312275,3864.0,Lens culinaris,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,+ssRNA
104388,8830.0,Anatidae,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Alphaherpesvirinae,dsDNA
2870363,8839.0,Anas platyrhynchos,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Ensavirinae,
2094259,1.0,root,Riboviria,unclassified Riboviria,unclassified ssRNA viruses,unclassified ssRNA positive-strand viruses,Negevirus,,,
2055263,1.0,root,Monodnaviria,Shotokuvirae,Commensaviricota,Cardeaviricetes,Sanitavirales,Anelloviridae,unclassified Anelloviridae,
1808970,48101.0,Angelica dahurica,Riboviria,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Caulimovirus,dsDNA-RT
150286,7936.0,Anguilla anguilla,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,dsDNA
1769780,7165.0,Anopheles gambiae,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Dicistroviridae,Cripavirus,
1903340,1.0,root,Riboviria,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,unclassified Flaviviridae,+ssRNA
2546222,58253.0,Anopheles triannulatus,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Bunyaviricetes,Elliovirales,Phasmaviridae,-ssRNA
2099336,247480.0,Thermaerobacillus caldiproteolyticus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Tandoganvirus,Tandoganvirus A403,dsDNA
1648481,1.0,root,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,environmental samples,,
161494,7119.0,Antheraea pernyi,Viruses incertae sedis,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus anpernyi,,
3426391,1.0,root,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Saturnivirales,Mahapunaviridae,Anthevirus,
2065797,29661.0,Anthoxanthum odoratum,Riboviria,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Amalgaviridae,unclassified Amalgaviridae,+ssRNA
268591,129554.0,Anticarsia gemmatalis,Viruses incertae sedis,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus angemmatalis,,
1195163,44989.0,Eucharis x grandiflora,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Anulavirus,+ssRNA
50290,9505.0,Aotus trivirgatus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Betaherpesvirinae,dsDNA
1983569,7460.0,Apis mellifera,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Dicistroviridae,unclassified Dicistroviridae,
1100043,7460.0,Apis mellifera,unclassified viruses,unclassified DNA viruses,unclassified dsDNA viruses,,,,,
2563838,7460.0,Apis mellifera,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemykrogvirus,
2283236,6500.0,Aplysia californica,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,unclassified Nidovirales,,
2184393,10116.0,Rattus norvegicus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,unclassified Picornavirales,,
2029516,3750.0,Malus domestica,Viruses incertae sedis,Pospiviroidae,Apscaviroid,Apscaviroid maculamali,,,,
190808,3750.0,Malus domestica,Riboviria,unclassified viroids,,,,,,
1737346,3750.0,Malus domestica,Viruses incertae sedis,Avsunviroidae,Pelamoviroid,Pelamoviroid malleusmali,,,,
101688,3750.0,Malus domestica,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Cheravirus,
2709319,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Penoulivirus,+ssRNA
325110,3750.0,Malus domestica,Viruses incertae sedis,Pospiviroidae,Apscaviroid,Apscaviroid cicatricimali,,,,
12895,3750.0,Malus domestica,Viruses incertae sedis,Pospiviroidae,Apscaviroid,,,,,
1634476,1.0,root,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae,
1927013,658602.0,Aquamicrobium sp. H14,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Aqualcavirus,dsDNA
1715293,8839.0,Anas platyrhynchos,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,Bornaviridae,-ssRNA
3426438,1639.0,Listeria monocytogenes,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Aquingentivirus,,dsDNA
1849335,81970.0,Arabidopsis halleri,Riboviria,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,unclassified Partitiviridae,+ssRNA
190809,12271.0,Arabis mosaic virus,unclassified viruses,unclassified satellites,RNA satellites,Single stranded RNA satellites,Large single stranded RNA satellites,,,
196399,3486.0,Humulus lupulus,unclassified viruses,unclassified satellites,RNA satellites,Single stranded RNA satellites,Circular single stranded RNA satellites,,,
352236,9272.0,Philander opossum,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Insthoviricetes,Articulavirales,Orthomyxoviridae,-ssRNA
2293273,1.0,root,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Cyclovirus,
41952,9996.0,Spermophilus,Riboviria,Pararnavirae,Artverviricota,Revtraviricetes,Blubervirales,Hepadnaviridae,Orthohepadnavirus,dsDNA-RT
2282642,1.0,root,unclassified viruses,unclassified DNA viruses,,,,,,
2306727,184783.0,Areca catechu,Riboviria,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Arepavirus,
1654603,184783.0,Areca catechu,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Velarivirus,+ssRNA
3426446,2158.0,Methanobacteriales,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Methanobavirales,Armatusviridae,Ariesvirus,dsDNA
2851486,1.0,root,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Saturnivirales,Mahapunaviridae,Elnathivirus,
556524,124917.0,Armigeres subalbatus,Riboviria,Orthornavirae,Duplornaviricota,Chrymotiviricetes,Ghabrivirales,Alphatotivirineae,Orthototiviridae,dsRNA
2827437,47429.0,Armillaria mellea,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Rhizoulivirus,+ssRNA
2201042,264540.0,Arracacia xanthorrhiza,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Closterovirus,+ssRNA
2739880,496566.0,Artemisia carvifolia,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemyduguivirus,
1133751,35608.0,Artemisia annua,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,
2713256,1665.0,Arthrobacter globiformis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Berryhillviridae,Ayohtrevirus,dsDNA
2015853,1771959.0,[Arthrobacter] sp. ATCC 21022,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Galaxyvirus,Galaxyvirus abidatro,dsDNA
2419945,43666.0,Paeniglutamicibacter sulfureus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Adaiavirus,Adaiavirus adaia,dsDNA
2027883,1771959.0,[Arthrobacter] sp. ATCC 21022,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Jasminevirus,Jasminevirus adat,dsDNA
2686213,37927.0,Sinomonas atrocyanea,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casidaviridae,Manhattanvirus,dsDNA
2776851,1665.0,Arthrobacter globiformis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casidaviridae,Yangvirus,dsDNA
2985309,1667.0,Arthrobacter sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Korravirus,unclassified Korravirus,dsDNA
2488951,1667.0,Arthrobacter sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Korravirus,Korravirus hunterdalle,dsDNA
3059064,1665.0,Arthrobacter globiformis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Berryhillviridae,Altadenavirus,dsDNA
2599822,1667.0,Arthrobacter sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Coralvirus,Coralvirus coral,dsDNA
1772291,1771959.0,[Arthrobacter] sp. ATCC 21022,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Amigovirus,Amigovirus amigo,dsDNA
2419946,1665.0,Arthrobacter globiformis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Andrewvirus,Andrewvirus andrew,dsDNA
2484217,1665.0,Arthrobacter globiformis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Anjalivirus,Anjalivirus anjali,dsDNA
2565525,1771959.0,[Arthrobacter] sp. ATCC 21022,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Decurrovirus,Decurrovirus decurro,dsDNA
2024274,1771959.0,[Arthrobacter] sp. ATCC 21022,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mudcatvirus,Mudcatvirus arcadia,dsDNA
3077823,1665.0,Arthrobacter globiformis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Decurrovirus,unclassified Decurrovirus,dsDNA
2419947,43666.0,Paeniglutamicibacter sulfureus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Atraxavirus,Atraxavirus atraxa,dsDNA
2419948,1665.0,Arthrobacter globiformis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Richievirus,Richievirus auxilium,dsDNA
2910754,43666.0,Paeniglutamicibacter sulfureus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casidaviridae,Baileybluvirus,dsDNA
1796994,1667.0,Arthrobacter sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Berryhillviridae,Marthavirus,dsDNA
2985648,1665.0,Arthrobacter globiformis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Bauervirus,Bauervirus bauer,dsDNA
2015815,1771959.0,[Arthrobacter] sp. ATCC 21022,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Berryhillviridae,Jawnskivirus,dsDNA
2656523,1667.0,Arthrobacter sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Kelleziovirus,Kelleziovirus kitkat,dsDNA
2488952,1667.0,Arthrobacter sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Korravirus,Korravirus glenn,dsDNA
2985310,1667.0,Arthrobacter sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mudcatvirus,unclassified Mudcatvirus,dsDNA
1772293,1667.0,Arthrobacter sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Korravirus,Korravirus bennie,dsDNA
2488953,1771959.0,[Arthrobacter] sp. ATCC 21022,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Korravirus,Korravirus bigmack,dsDNA
2713258,1665.0,Arthrobacter globiformis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Bluefeathervirus,Bluefeathervirus bluefeather,dsDNA
2488954,1667.0,Arthrobacter sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Korravirus,Korravirus drrobert,dsDNA
3017297,1665.0,Arthrobacter globiformis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Berryhillviridae,Lilmacvirus,dsDNA
3126617,1665.0,Arthrobacter globiformis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Shoyavirus,unclassified Shoyavirus,dsDNA
