virus tax id,host name,realm,kingdom,phylum,class,order,family,genus,species,baltimore_class,taxid,matched_name
45764,Mycobacterium tuberculosis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Hnatkovirus,Hnatkovirus DS6A,,dsDNA,2843391,              Hnatkovirus
2591131,Rhodococcus erythropolis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sleepyheadvirus,Sleepyheadvirus sleepyhead,,dsDNA,2843457,              Sleepyheadvirus
1636201,Burkholderia cenocepacia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Peduoviridae,Aptresvirus,Aptresvirus AP3,dsDNA,2946806,                Aptresvirus
1530085,Ralstonia solanacearum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Peduoviridae,Arsyunavirus,Arsyunavirus RSY1,dsDNA,2946810,                Arsyunavirus
546805,Mycobacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Myrnavirus,Myrnavirus myrna,,dsDNA,2948833,              Myrnavirus
2723769,Agrobacterium tumefaciens complex,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Oliverunavirus,Oliverunavirus OLIVR1,dsDNA,2948846,                Oliverunavirus
1647309,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Pinnievirus,Pinnievirus moorethemaryer,,dsDNA,2948866,              Pinnievirus
2801532,Vibrio harveyi,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Demerecviridae,Ermolyevavirinae,Thalassavirus,dsDNA,2948922,                  Thalassavirus
2914029,Stenotrophomonas maltophilia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Cavevirus,Cavevirus C121,dsDNA,3044684,                Cavevirus
2592193,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Iggyvirus,Iggyvirus iggy,,dsDNA,3044738,              Iggyvirus
2686311,Sphingomonas sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Eidolonvirus,Eidolonvirus eidolon,,dsDNA,3152915,              Eidolonvirus
2686312,Sphingomonas sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Kharnvirus,Kharnvirus kharn,,dsDNA,3152916,              Kharnvirus
1887657,Rhodococcus erythropolis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chewyvirus,Chewyvirus chewyVIII,,dsDNA,3152994,              Chewyvirus
2776752,Xanthomonas euvesicatoria pv. allii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Gujervirinae,Pazvirus,dsDNA,3424920,                  Pazvirus
2502471,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Bixzunavirus,unclassified Bixzunavirus,,dsDNA,680114,              Bixzunavirus
3090677,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Phikzvirus,Phikzvirus phiKZ,dsDNA,680115,                Phikzvirus
2652327,Somateria mollissima,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,Nyamiviridae,Nyavirus,-ssRNA,1513295,                  Nyavirus
649688,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Liefievirus,Liefievirus halo,Mycobacterium virus Halo,dsDNA,1623288,              Liefievirus
3046431,Mycobacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vilmaviridae,Wildcatvirus,unclassified Wildcatvirus,dsDNA,1993858,                Wildcatvirus
1815630,Pseudomonas putida,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chakrabartyvirus,Chakrabartyvirus pf16,,dsDNA,2560113,              Chakrabartyvirus
2608319,Pectobacterium atrosepticum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Pektosvirus,dsDNA,2732689,                  Pektosvirus
1279083,Pseudomonas plecoglossicida,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Phutvirus,dsDNA,2732690,                  Phutvirus
2936830,Pseudomonas putida NBRC 14164,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Pifdecavirus,dsDNA,2732691,                  Pifdecavirus
2250319,Gordonia terrae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Apricotvirus,Apricotvirus apricot,,dsDNA,2733166,              Apricotvirus
2686090,Microbacterium paraoxydans,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Rogerhendrixvirus,unclassified Rogerhendrixvirus,,dsDNA,2733204,              Rogerhendrixvirus
2786658,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Solspiviridae,Andihavirus,Andihavirus borborohabitans,+ssRNA,2842377,                Andihavirus
1815984,Roseobacter denitrificans OCh 114,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Rhodovirinae,Aoqinvirus,dsDNA,2842544,                  Aoqinvirus
1881420,Vibrio splendidus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Pontosvirinae,Nahantvirus,dsDNA,2842892,                  Nahantvirus
2786293,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Suhnsivirus,Suhnsivirus arvicola,+ssRNA,2843062,                Suhnsivirus
2902841,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Avanivirus,Avanivirus avani,,dsDNA,2843352,              Avanivirus
2591132,Rhodococcus erythropolis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Whackvirus,Whackvirus whack,,dsDNA,2843473,              Whackvirus
2968436,Xanthomonas euvesicatoria,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Beograduvirus,unclassified Beograduvirus,,dsDNA,2946820,              Beograduvirus
1206566,Vaccinium corymbosum,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Bluvavirus,Bluvavirus vaccinii,+ssRNA,2946831,                Bluvavirus
2094144,Rhodococcus erythropolis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Finchvirus,Finchvirus finch,,dsDNA,2948706,              Finchvirus
1109710,Gordonia rubripertincta,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Zierdtviridae,Emilbogenvirinae,Gruunavirus,dsDNA,2948731,                  Gruunavirus
2234093,Enterobacteriaceae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Hungariovirus,Hungariovirus C1302,,dsDNA,2948761,              Hungariovirus
1813769,Salmonella enterica,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Saltrevirus,Saltrevirus sv64795sal3,,dsDNA,2948889,              Saltrevirus
1675029,Bacillus cereus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Haetaevirus,Haetaevirus PBC2,,dsDNA,3044726,              Haetaevirus
1838068,Gordonia neofelifaecis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mcgonagallvirus,unclassified Mcgonagallvirus,,dsDNA,3044757,              Mcgonagallvirus
2024608,Bodo saltans,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Klosneuvirinae,Theiavirus,,3044842,                  Theiavirus
2588512,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lilspottyvirus,Lilspottyvirus lilspotty,,dsDNA,3152623,              Lilspottyvirus
2786452,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Ulinhavirus,Ulinhavirus borborohabitans,+ssRNA,3152864,                Ulinhavirus
2836048,Microbacterium paraoxydans,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Footloosevirus,Footloosevirus footloose,,dsDNA,3152965,              Footloosevirus
2586185,Austrosimulium,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Saturnivirales,Mahapunaviridae,Acamarivirus,Acamarivirus perigeeis,,3152979,                Acamarivirus
3426391,root,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Saturnivirales,Mahapunaviridae,Anthevirus,,,3152981,                Anthevirus
1434720,Delphinapterus leucas,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Alphaherpesvirinae,Varicellovirus,dsDNA,10319,                  Varicellovirus
50290,Aotus trivirgatus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Betaherpesvirinae,Cytomegalovirus,dsDNA,10358,                  Cytomegalovirus
2303487,Culex,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Bunyaviricetes,Elliovirales,Peribunyaviridae,Orthobunyavirus,-ssRNA,11572,                  Orthobunyavirus
1985968,Medicago sativa,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Allexivirus,,+ssRNA,140568,                Allexivirus
2163885,Escherichia coli BL21(DE3),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Drexlerviridae,Tunavirinae,Tunavirus,dsDNA,187217,                  Tunavirus
12657,Equus caballus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Gammaherpesvirinae,Percavirus,dsDNA,548688,                  Percavirus
1074309,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Bignuzvirus,Bignuzvirus bignuz,,dsDNA,1623277,              Bignuzvirus
2499030,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vilmaviridae,Lclasvirinae,Bronvirus,dsDNA,1623278,                  Bronvirus
2847047,root,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Bunyaviricetes,Hareavirales,Arenaviridae,Mammarenavirus,-ssRNA,1653394,                  Mammarenavirus
307898,Staphylococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Herelleviridae,Twortvirinae,Kayvirus,dsDNA,1857843,                  Kayvirus
3390820,Proteus mirabilis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Gelderlandvirus,dsDNA,1913653,                  Gelderlandvirus
3108099,Escherichia coli BL21,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Dhakavirus,dsDNA,1914165,                  Dhakavirus
3038194,Staphylococcus epidermidis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Herelleviridae,Twortvirinae,Sepunavirus,dsDNA,1980928,                  Sepunavirus
2985309,Arthrobacter sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Korravirus,unclassified Korravirus,,dsDNA,1982076,              Korravirus
1622190,Gordonia malaquae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Gordtnkvirus,Gordtnkvirus gordtnk2,,dsDNA,1982218,              Gordtnkvirus
3053652,Cutibacterium acnes,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Pahexavirus,unclassified Pahexavirus,,dsDNA,1982251,              Pahexavirus
2041518,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fishburnevirus,Fishburnevirus arib1,,dsDNA,1983734,              Fishburnevirus
2267236,Citrobacter freundii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Moonvirus,dsDNA,1985329,                  Moonvirus
1887641,Gordonia terrae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Bantamvirus,Bantamvirus bantam,,dsDNA,2560096,              Bantamvirus
3061951,Enterococcus faecalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Efquatrovirus,unclassified Efquatrovirus,,dsDNA,2560124,              Efquatrovirus
2283287,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Elerivirus,Elerivirus eleri,,dsDNA,2560126,              Elerivirus
2743998,Rhodococcus erythropolis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Trinavirus,unclassified Trinavirus,,dsDNA,2560242,              Trinavirus
2483664,Gordonia terrae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Stackebrandtviridae,Schenleyvirinae,Vividuovirus,dsDNA,2560251,                  Vividuovirus
2508194,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Ackermannviridae,Taipeivirus,Taipeivirus KWBSE436,dsDNA,2731621,                Taipeivirus
1402875,Ralstonia solanacearum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Jiaoyazivirus,Jiaoyazivirus RSB3,dsDNA,2731945,                Jiaoyazivirus
1712539,Cronobacter turicensis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Melnykvirinae,Cronosvirus,dsDNA,2732913,                  Cronosvirus
1206556,Yersinia enterocolitica (type O:3),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Melnykvirinae,Pienvirus,dsDNA,2732915,                  Pienvirus
1445859,Shewanella putrefaciens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chaseviridae,Nefertitivirinae,Yushanvirus,dsDNA,2732965,                  Yushanvirus
1137745,Parasynechococcus marenigrum WH 8102,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Aurunvirus,Aurunvirus STIM5,,dsDNA,2733093,              Aurunvirus
2070182,Faecalibacterium prausnitzii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Eponavirus,Eponavirus epona,,dsDNA,2733103,              Eponavirus
1161931,Agrobacterium tumefaciens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schmittlotzvirus,Schmittlotzvirus sv771,,dsDNA,2733132,              Schmittlotzvirus
2070186,Faecalibacterium prausnitzii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Taranisvirus,Taranisvirus taranis,,dsDNA,2733134,              Taranisvirus
3077273,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lindbergviridae,Wifcevirus,Wifcevirus AV128,dsDNA,2733141,                Wifcevirus
2696445,Escherichia coli str. K-12 substr. MG1655,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sortsnevirus,Sortsnevirus IME279,,dsDNA,2733150,              Sortsnevirus
2070184,Faecalibacterium prausnitzii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lughvirus,Lughvirus lugh,,dsDNA,2733190,              Lughvirus
2593638,Priestia megaterium DSM 319,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Herelleviridae,Bastillevirinae,Goettingenvirus,dsDNA,2842707,                  Goettingenvirus
1608310,Edwardsiella ictaluri,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Kanagawavirus,dsDNA,2843399,                  Kanagawavirus
2851081,Lactococcus garvieae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Uwajimavirus,unclassified Uwajimavirus,,dsDNA,2843469,              Uwajimavirus
2742114,Salmonella sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Zhonglingvirus,Zhonglingvirus SAP012,dsDNA,2943020,                Zhonglingvirus
2562461,Salmonella enterica subsp. enterica,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Akiravirus,Akiravirus akira,,dsDNA,2946787,              Akiravirus
2766564,Entamoeba,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Rohanvirales,Nenyaviridae,Angainorvirus,Angainorvirus turin,,2946799,                Angainorvirus
2652418,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Backyardiganvirus,unclassified Backyardiganvirus,,dsDNA,2946815,              Backyardiganvirus
3077142,Gordonia terrae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Zierdtviridae,Emilbogenvirinae,Foxborovirus,dsDNA,2948710,                  Foxborovirus
2766565,root,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Vilyaviridae,Herugrimvirus,Herugrimvirus gladden,,2948758,                Herugrimvirus
2762396,Gordonia terrae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Jujuvirus,unclassified Jujuvirus,,dsDNA,2948772,              Jujuvirus
857312,Brochothrix thermosphacta,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Herelleviridae,Klumppvirus,Klumppvirus A9,dsDNA,2948786,                Klumppvirus
682650,Synechococcus sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Kyanoviridae,Lipsvirus,unclassified Lipsvirus,dsDNA,2948803,                Lipsvirus
2108127,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Moomoovirus,Moomoovirus moomoo,,dsDNA,2948827,              Moomoovirus
1589274,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sheenvirus,Sheenvirus Sheen,,dsDNA,2948905,              Sheenvirus
2766566,root,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Vilyaviridae,Vingilotevirus,Vingilotevirus gamgee,,2948948,                Vingilotevirus
3076793,Aeromonas salmonicida,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Chaoshanvirus,unclassified Chaoshanvirus,dsDNA,3044686,                Chaoshanvirus
2978491,Gordonia terrae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Forzavirus,unclassified Forzavirus,,dsDNA,3044718,              Forzavirus
2070199,Escherichia sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mktvariviridae,Gordonclarkvirinae,Nieuwekanaalvirus,dsDNA,3044774,                Nieuwekanaalvirus
2783673,Synechococcus sp. MW02,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Kyanoviridae,Yellowseavirus,Yellowseavirus thirtyeight,dsDNA,3044861,                Yellowseavirus
2948610,Janthinobacterium lividum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mesyanzhinovviridae,Bradleyvirinae,Donnerlittchenvirus,dsDNA,3152600,                  Donnerlittchenvirus
2985324,Microbacterium radiodurans,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Oscarsovirus,Oscarsovirus oscarso,,dsDNA,3152624,              Oscarsovirus
1718158,Enterococcus faecium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Efemquintavirus,Efemquintavirus Efm5,,dsDNA,3152996,              Efemquintavirus
2023057,Vermamoeba vermiformis,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Ocovirineae,Orpheoviridae,Alphaorpheovirus,,3153020,                  Alphaorpheovirus
1525173,Homo sapiens,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Ringavirales,Pecoviridae,Amaruvirus,Amaruvirus aka,,3153056,                Amaruvirus
3429969,Macaca mulatta,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Ringavirales,Pecoviridae,Intivirus,,,3153059,                Intivirus
2939128,Xanthomonas translucens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Shirevirus,Shirevirus langgrundblatt1,,dsDNA,3153128,              Shirevirus
1445858,Enterococcus faecium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Efemunavirus,Efemunavirus Efm1,,dsDNA,3153270,              Efemunavirus
1881450,Vibrio tasmaniensis,Varidnaviria,Abadenavirae,Produgelaviricota,Belvinaviricetes,Vinavirales,Autolykiviridae,Oliviavirus,Oliviavirus viph1020o,,3424985,                Oliviavirus
